RedFighter,BlueFighter,RedFighter_KD,BlueFighter_KD,RedFighter_STR,BlueFighter_STR,RedFighter_TD,BlueFighter_TD,RedFighter_SUB,BlueFighter_SUB,Event,Date,Location,WL,Winner,Victory_Result,Victory_Method,Round,Time,Weight_Class,Title,Fight_Bonus,Perf_Bonus,Sub_Bonus,KO_Bonus
Tom Aspinall,Ciryl Gane,0,0,27,30,0,0,0,0,UFC 321: Aspinall vs. Gane,"October 25, 2025","Abu Dhabi, Abu Dhabi, United Arab Emirates",NCNC,Tom Aspinall,CNC,CNC,1,4:35,Heavyweight,1.0,0.0,0.0,0.0,0.0
Virna Jandiroba,Mackenzie Dern,0,0,106,118,9,2,0,0,UFC 321: Aspinall vs. Gane,"October 25, 2025","Abu Dhabi, Abu Dhabi, United Arab Emirates",WIN,Mackenzie Dern,U-DEC,U-DEC,5,5:00,Women's Strawweight,1.0,0.0,0.0,0.0,0.0
Mario Bautista,Umar Nurmagomedov,1,0,20,32,0,11,1,0,UFC 321: Aspinall vs. Gane,"October 25, 2025","Abu Dhabi, Abu Dhabi, United Arab Emirates",WIN,Umar Nurmagomedov,U-DEC,U-DEC,3,5:00,Bantamweight,0.0,0.0,0.0,0.0,0.0
Alexander Volkov,Jailton Almeida,0,0,24,9,0,7,0,0,UFC 321: Aspinall vs. Gane,"October 25, 2025","Abu Dhabi, Abu Dhabi, United Arab Emirates",WIN,Alexander Volkov,S-DEC,S-DEC,3,5:00,Heavyweight,0.0,0.0,0.0,0.0,0.0
Azamat Murzakanov,Aleksandar Rakic,1,0,3,9,0,0,0,0,UFC 321: Aspinall vs. Gane,"October 25, 2025","Abu Dhabi, Abu Dhabi, United Arab Emirates",WIN,Azamat Murzakanov,KO/TKOPunch,KO/TKOPunch,1,3:11,Light Heavyweight,0.0,0.0,0.0,0.0,0.0
Nasrat Haqparast,Quillan Salkilld,0,1,10,14,0,0,0,0,UFC 321: Aspinall vs. Gane,"October 25, 2025","Abu Dhabi, Abu Dhabi, United Arab Emirates",WIN,Quillan Salkilld,KO/TKOKick,KO/TKOKick,1,2:30,Lightweight,0.0,0.0,1.0,0.0,0.0
Ikram Aliskerov,JunYong Park,0,0,91,78,5,0,0,0,UFC 321: Aspinall vs. Gane,"October 25, 2025","Abu Dhabi, Abu Dhabi, United Arab Emirates",WIN,Ikram Aliskerov,U-DEC,U-DEC,3,5:00,Middleweight,0.0,0.0,0.0,0.0,0.0
Ludovit Klein,Mateusz Rebecki,0,0,82,72,0,3,0,0,UFC 321: Aspinall vs. Gane,"October 25, 2025","Abu Dhabi, Abu Dhabi, United Arab Emirates",WIN,Ludovit Klein,M-DEC,M-DEC,3,5:00,Lightweight,0.0,1.0,0.0,0.0,0.0
Valter Walker,Louie Sutherland,0,0,5,3,1,0,1,0,UFC 321: Aspinall vs. Gane,"October 25, 2025","Abu Dhabi, Abu Dhabi, United Arab Emirates",WIN,Valter Walker,SUBHeel,SUBHeel Hook,1,1:24,Heavyweight,0.0,0.0,1.0,0.0,0.0
Nathaniel Wood,Jose Delgado,1,1,99,134,2,0,0,0,UFC 321: Aspinall vs. Gane,"October 25, 2025","Abu Dhabi, Abu Dhabi, United Arab Emirates",WIN,Nathaniel Wood,U-DEC,U-DEC,3,5:00,Featherweight,0.0,0.0,0.0,0.0,0.0
Hamdy Abdelwahab,Chris Barnett,0,0,99,18,9,0,0,0,UFC 321: Aspinall vs. Gane,"October 25, 2025","Abu Dhabi, Abu Dhabi, United Arab Emirates",WIN,Hamdy Abdelwahab,U-DEC,U-DEC,3,5:00,Heavyweight,0.0,0.0,0.0,0.0,0.0
Azat Maksum,Mitch Raposo,0,0,19,30,7,0,0,0,UFC 321: Aspinall vs. Gane,"October 25, 2025","Abu Dhabi, Abu Dhabi, United Arab Emirates",WIN,Mitch Raposo,U-DEC,U-DEC,3,5:00,Flyweight,0.0,0.0,0.0,0.0,0.0
Jaqueline Amorim,Mizuki,0,1,26,62,2,2,1,0,UFC 321: Aspinall vs. Gane,"October 25, 2025","Abu Dhabi, Abu Dhabi, United Arab Emirates",WIN,Mizuki,U-DEC,U-DEC,3,5:00,Women's Strawweight,0.0,0.0,0.0,0.0,0.0
Reinier de Ridder,Brendan Allen,0,0,9,22,3,1,1,1,UFC Fight Night: De Ridder vs. Allen,"October 18, 2025","Vancouver, British Columbia, Canada",WIN,Brendan Allen,KO/TKO,KO/TKO,4,5:00,Middleweight,0.0,0.0,0.0,0.0,0.0
Kevin Holland,Mike Malott,0,0,52,49,1,1,0,1,UFC Fight Night: De Ridder vs. Allen,"October 18, 2025","Vancouver, British Columbia, Canada",WIN,Mike Malott,U-DEC,U-DEC,3,5:00,Welterweight,0.0,0.0,0.0,0.0,0.0
Marlon Vera,Aiemann Zahabi,1,0,56,81,0,0,0,0,UFC Fight Night: De Ridder vs. Allen,"October 18, 2025","Vancouver, British Columbia, Canada",WIN,Aiemann Zahabi,S-DEC,S-DEC,3,5:00,Bantamweight,0.0,0.0,0.0,0.0,0.0
Manon Fiorot,Jasmine Jasudavicius,0,0,16,2,0,0,0,0,UFC Fight Night: De Ridder vs. Allen,"October 18, 2025","Vancouver, British Columbia, Canada",WIN,Manon Fiorot,KO/TKOPunches,KO/TKOPunches,1,1:14,Women's Flyweight,0.0,0.0,0.0,0.0,0.0
Davey Grant,Charles Jourdain,0,1,9,25,0,0,0,1,UFC Fight Night: De Ridder vs. Allen,"October 18, 2025","Vancouver, British Columbia, Canada",WIN,Charles Jourdain,SUBGuillotine,SUBGuillotine Choke,1,3:05,Bantamweight,0.0,0.0,1.0,0.0,0.0
Kyle Nelson,Matt Frevola,1,0,63,43,2,2,0,0,UFC Fight Night: De Ridder vs. Allen,"October 18, 2025","Vancouver, British Columbia, Canada",WIN,Kyle Nelson,U-DEC,U-DEC,3,5:00,Lightweight,0.0,0.0,0.0,0.0,0.0
Kyle Prepolec,Drew Dober,0,0,51,83,0,0,0,0,UFC Fight Night: De Ridder vs. Allen,"October 18, 2025","Vancouver, British Columbia, Canada",WIN,Drew Dober,KO/TKOPunches,KO/TKOPunches,3,1:16,Lightweight,0.0,1.0,0.0,0.0,0.0
Aoriqileng,Cody Gibson,1,0,5,3,0,0,0,0,UFC Fight Night: De Ridder vs. Allen,"October 18, 2025","Vancouver, British Columbia, Canada",WIN,Aoriqileng,KO/TKOPunch,KO/TKOPunch,1,0:21,Bantamweight,0.0,0.0,1.0,0.0,0.0
Bruno Silva,HyunSung Park,1,0,46,31,5,1,1,0,UFC Fight Night: De Ridder vs. Allen,"October 18, 2025","Vancouver, British Columbia, Canada",WIN,Bruno Silva,SUBRear,SUBRear Naked Choke,3,2:15,Flyweight,0.0,0.0,0.0,0.0,0.0
Danny Barlow,Djorden Santos,0,0,93,99,0,0,0,0,UFC Fight Night: De Ridder vs. Allen,"October 18, 2025","Vancouver, British Columbia, Canada",WIN,Djorden Santos,U-DEC,U-DEC,3,5:00,Middleweight,0.0,0.0,0.0,0.0,0.0
Ravena Oliveira,Stephanie Luciano,0,0,24,60,0,3,0,1,UFC Fight Night: De Ridder vs. Allen,"October 18, 2025","Vancouver, British Columbia, Canada",WIN,Stephanie Luciano,SUBRear,SUBRear Naked Choke,3,2:50,Women's Strawweight,0.0,0.0,0.0,0.0,0.0
Azamat Bekoev,Yousri Belgaroui,0,0,24,102,4,1,0,0,UFC Fight Night: De Ridder vs. Allen,"October 18, 2025","Vancouver, British Columbia, Canada",WIN,Yousri Belgaroui,KO/TKOPunches,KO/TKOPunches,3,0:55,Middleweight,0.0,0.0,0.0,0.0,0.0
Tainara Lisboa,Melissa Croden,0,1,42,99,2,2,0,0,UFC Fight Night: De Ridder vs. Allen,"October 18, 2025","Vancouver, British Columbia, Canada",WIN,Melissa Croden,KO/TKOPunches,KO/TKOPunches,3,4:32,Women's Bantamweight,0.0,0.0,0.0,0.0,0.0
Charles Oliveira,Mateusz Gamrot,0,0,11,18,1,1,1,0,UFC Fight Night: Oliveira vs. Gamrot,"October 11, 2025","Rio de Janeiro, Rio de Janeiro, Brazil",WIN,Charles Oliveira,SUBRear,SUBRear Naked Choke,2,2:48,Lightweight,0.0,0.0,1.0,0.0,0.0
Deiveson Figueiredo,Montel Jackson,0,0,23,30,2,1,0,0,UFC Fight Night: Oliveira vs. Gamrot,"October 11, 2025","Rio de Janeiro, Rio de Janeiro, Brazil",WIN,Deiveson Figueiredo,S-DEC,S-DEC,3,5:00,Bantamweight,0.0,0.0,0.0,0.0,0.0
Vicente Luque,Joel Alvarez,0,0,30,89,0,1,0,1,UFC Fight Night: Oliveira vs. Gamrot,"October 11, 2025","Rio de Janeiro, Rio de Janeiro, Brazil",WIN,Joel Alvarez,U-DEC,U-DEC,3,5:00,Welterweight,0.0,0.0,0.0,0.0,0.0
Mario Pinto,Jhonata Diniz,0,0,29,1,3,0,2,0,UFC Fight Night: Oliveira vs. Gamrot,"October 11, 2025","Rio de Janeiro, Rio de Janeiro, Brazil",WIN,Mario Pinto,KO/TKOPunches,KO/TKOPunches,2,4:10,Heavyweight,0.0,0.0,0.0,0.0,0.0
Ricardo Ramos,Kaan Ofli,0,0,1,1,0,1,3,1,UFC Fight Night: Oliveira vs. Gamrot,"October 11, 2025","Rio de Janeiro, Rio de Janeiro, Brazil",WIN,Kaan Ofli,SUBRear,SUBRear Naked Choke,1,3:02,Featherweight,0.0,0.0,0.0,0.0,0.0
Michael Aswell Jr.,Lucas Almeida,2,0,30,9,0,0,0,0,UFC Fight Night: Oliveira vs. Gamrot,"October 11, 2025","Rio de Janeiro, Rio de Janeiro, Brazil",WIN,Michael Aswell Jr.,KO/TKOPunches,KO/TKOPunches,1,1:42,Featherweight,0.0,0.0,0.0,0.0,0.0
Clayton Carpenter,Jafel Filho,0,0,7,5,0,1,0,1,UFC Fight Night: Oliveira vs. Gamrot,"October 11, 2025","Rio de Janeiro, Rio de Janeiro, Brazil",WIN,Jafel Filho,SUBKimura,SUBKimura,1,4:42,Flyweight,0.0,0.0,0.0,0.0,0.0
Vitor Petrino,Thomas Petersen,2,0,31,16,1,0,0,0,UFC Fight Night: Oliveira vs. Gamrot,"October 11, 2025","Rio de Janeiro, Rio de Janeiro, Brazil",WIN,Vitor Petrino,KO/TKOPunch,KO/TKOPunch,3,0:26,Heavyweight,0.0,0.0,1.0,0.0,0.0
Irina Alekseeva,Bia Mesquita,0,0,6,36,0,2,0,1,UFC Fight Night: Oliveira vs. Gamrot,"October 11, 2025","Rio de Janeiro, Rio de Janeiro, Brazil",WIN,Bia Mesquita,SUBRear,SUBRear Naked Choke,2,2:14,Women's Bantamweight,0.0,0.0,1.0,0.0,0.0
Stewart Nicoll,Lucas Rocha,0,0,45,115,2,3,0,0,UFC Fight Night: Oliveira vs. Gamrot,"October 11, 2025","Rio de Janeiro, Rio de Janeiro, Brazil",WIN,Lucas Rocha,U-DEC,U-DEC,3,5:00,Flyweight,0.0,0.0,0.0,0.0,0.0
Karolina Kowalkiewicz,Julia Polastri,0,0,72,137,1,0,0,0,UFC Fight Night: Oliveira vs. Gamrot,"October 11, 2025","Rio de Janeiro, Rio de Janeiro, Brazil",WIN,Julia Polastri,KO/TKOPunches,KO/TKOPunches,3,2:56,Women's Strawweight,0.0,0.0,1.0,0.0,0.0
Saimon Oliveira,Luan Lacerda,0,0,21,24,1,3,0,1,UFC Fight Night: Oliveira vs. Gamrot,"October 11, 2025","Rio de Janeiro, Rio de Janeiro, Brazil",WIN,Luan Lacerda,SUBArmbar,SUBArmbar,2,3:55,Bantamweight,0.0,0.0,0.0,0.0,0.0
Alex Pereira,Magomed Ankalaev,0,0,28,4,0,0,0,0,UFC 320: Ankalaev vs. Pereira 2,"October 04, 2025","Las Vegas, Nevada, USA",WIN,Alex Pereira,KO/TKOElbows,KO/TKOElbows,1,1:20,Light Heavyweight,1.0,0.0,1.0,0.0,0.0
Cory Sandhagen,Merab Dvalishvili,0,0,80,114,0,20,0,0,UFC 320: Ankalaev vs. Pereira 2,"October 04, 2025","Las Vegas, Nevada, USA",WIN,Merab Dvalishvili,U-DEC,U-DEC,5,5:00,Bantamweight,1.0,0.0,0.0,0.0,0.0
Khalil Rountree Jr.,Jiri Prochazka,0,1,66,71,0,0,0,0,UFC 320: Ankalaev vs. Pereira 2,"October 04, 2025","Las Vegas, Nevada, USA",WIN,Jiri Prochazka,KO/TKOPunches,KO/TKOPunches,3,3:04,Light Heavyweight,0.0,0.0,1.0,0.0,0.0
Youssef Zalal,Josh Emmett,0,0,0,0,1,0,1,0,UFC 320: Ankalaev vs. Pereira 2,"October 04, 2025","Las Vegas, Nevada, USA",WIN,Youssef Zalal,SUBArmbar,SUBArmbar,1,1:38,Featherweight,0.0,0.0,0.0,0.0,0.0
Abus Magomedov,Joe Pyfer,0,1,11,6,1,0,1,2,UFC 320: Ankalaev vs. Pereira 2,"October 04, 2025","Las Vegas, Nevada, USA",WIN,Joe Pyfer,SUBRear,SUBRear Naked Choke,2,1:46,Middleweight,0.0,0.0,1.0,0.0,0.0
Ateba Gautier,Tre'ston Vines,1,0,6,0,1,0,0,0,UFC 320: Ankalaev vs. Pereira 2,"October 04, 2025","Las Vegas, Nevada, USA",WIN,Ateba Gautier,KO/TKOPunches,KO/TKOPunches,1,1:41,Middleweight,0.0,0.0,0.0,0.0,0.0
JooSang Yoo,Daniel Santos,0,1,31,27,0,1,0,0,UFC 320: Ankalaev vs. Pereira 2,"October 04, 2025","Las Vegas, Nevada, USA",WIN,Daniel Santos,KO/TKOPunch,KO/TKOPunch,2,0:21,Catch Weight,0.0,0.0,0.0,0.0,0.0
Jakub Wiklacz,Patchy Mix,0,0,46,37,0,5,3,0,UFC 320: Ankalaev vs. Pereira 2,"October 04, 2025","Las Vegas, Nevada, USA",WIN,Jakub Wiklacz,S-DEC,S-DEC,3,5:00,Bantamweight,0.0,0.0,0.0,0.0,0.0
Andre Muniz,Edmen Shahbazyan,0,1,15,25,1,0,0,0,UFC 320: Ankalaev vs. Pereira 2,"October 04, 2025","Las Vegas, Nevada, USA",WIN,Edmen Shahbazyan,KO/TKOElbows,KO/TKOElbows,1,4:58,Middleweight,0.0,0.0,0.0,0.0,0.0
Nikolay Veretennikov,Punahele Soriano,0,0,9,39,0,4,2,1,UFC 320: Ankalaev vs. Pereira 2,"October 04, 2025","Las Vegas, Nevada, USA",WIN,Punahele Soriano,U-DEC,U-DEC,3,5:00,Welterweight,0.0,0.0,0.0,0.0,0.0
Yana Santos,Macy Chiasson,0,0,65,54,0,2,0,1,UFC 320: Ankalaev vs. Pereira 2,"October 04, 2025","Las Vegas, Nevada, USA",WIN,Yana Santos,U-DEC,U-DEC,3,5:00,Women's Bantamweight,0.0,0.0,0.0,0.0,0.0
Chris Gutierrez,Farid Basharat,0,0,31,41,1,2,0,0,UFC 320: Ankalaev vs. Pereira 2,"October 04, 2025","Las Vegas, Nevada, USA",WIN,Farid Basharat,U-DEC,U-DEC,3,5:00,Bantamweight,0.0,0.0,0.0,0.0,0.0
Austin Vanderford,Ramiz Brahimaj,0,0,5,21,3,0,0,2,UFC 320: Ankalaev vs. Pereira 2,"October 04, 2025","Las Vegas, Nevada, USA",WIN,Ramiz Brahimaj,SUBGuillotine,SUBGuillotine Choke,2,2:24,Welterweight,0.0,0.0,0.0,0.0,0.0
Brogan Walker,Veronica Hardy,0,1,22,39,3,0,0,1,UFC 320: Ankalaev vs. Pereira 2,"October 04, 2025","Las Vegas, Nevada, USA",WIN,Veronica Hardy,U-DEC,U-DEC,3,5:00,Women's Flyweight,0.0,0.0,0.0,0.0,0.0
Dominick Reyes,Carlos Ulberg,0,1,5,11,0,0,0,0,UFC Fight Night: Ulberg vs. Reyes,"September 27, 2025","Perth, Western Australia, Australia",WIN,Carlos Ulberg,KO/TKOPunches,KO/TKOPunches,1,4:27,Light Heavyweight,0.0,0.0,1.0,0.0,0.0
Jimmy Crute,Ivan Erslan,0,0,12,10,2,0,1,0,UFC Fight Night: Ulberg vs. Reyes,"September 27, 2025","Perth, Western Australia, Australia",WIN,Jimmy Crute,SUBRear,SUBRear Naked Choke,1,3:19,Light Heavyweight,0.0,0.0,1.0,0.0,0.0
Ramon Taveras,Jack Jenkins,0,0,43,65,0,3,0,1,UFC Fight Night: Ulberg vs. Reyes,"September 27, 2025","Perth, Western Australia, Australia",WIN,Jack Jenkins,U-DEC,U-DEC,3,5:00,Featherweight,0.0,0.0,0.0,0.0,0.0
Neil Magny,Jake Matthews,0,0,31,18,3,0,1,3,UFC Fight Night: Ulberg vs. Reyes,"September 27, 2025","Perth, Western Australia, Australia",WIN,Neil Magny,SUBD'Arce,SUBD'Arce Choke,3,3:08,Welterweight,0.0,0.0,0.0,0.0,0.0
Tom Nolan,Charlie Campbell,0,0,26,15,1,0,1,0,UFC Fight Night: Ulberg vs. Reyes,"September 27, 2025","Perth, Western Australia, Australia",WIN,Tom Nolan,SUBRear,SUBRear Naked Choke,1,4:08,Lightweight,0.0,0.0,1.0,0.0,0.0
Navajo Stirling,Rodolfo Bellato,0,0,81,43,1,2,0,0,UFC Fight Night: Ulberg vs. Reyes,"September 27, 2025","Perth, Western Australia, Australia",WIN,Navajo Stirling,U-DEC,U-DEC,3,5:00,Light Heavyweight,0.0,0.0,0.0,0.0,0.0
Andre Petroski,Cam Rowston,0,1,7,12,0,0,0,0,UFC Fight Night: Ulberg vs. Reyes,"September 27, 2025","Perth, Western Australia, Australia",WIN,Cam Rowston,KO/TKOPunches,KO/TKOPunches,1,2:41,Middleweight,0.0,0.0,0.0,0.0,0.0
Jamie Mullarkey,Rolando Bedoya,0,0,43,46,3,0,0,1,UFC Fight Night: Ulberg vs. Reyes,"September 27, 2025","Perth, Western Australia, Australia",WIN,Jamie Mullarkey,U-DEC,U-DEC,3,5:00,Lightweight,0.0,0.0,0.0,0.0,0.0
Colby Thicknesse,Josias Musasa,0,0,62,43,2,1,1,0,UFC Fight Night: Ulberg vs. Reyes,"September 27, 2025","Perth, Western Australia, Australia",WIN,Colby Thicknesse,U-DEC,U-DEC,3,5:00,Bantamweight,0.0,0.0,0.0,0.0,0.0
Michelle Montague,Luana Carolina,0,0,41,48,5,0,0,1,UFC Fight Night: Ulberg vs. Reyes,"September 27, 2025","Perth, Western Australia, Australia",WIN,Michelle Montague,U-DEC,U-DEC,3,5:00,Women's Bantamweight,0.0,0.0,0.0,0.0,0.0
Brando Pericic,Elisha Ellison,0,0,29,3,0,0,0,0,UFC Fight Night: Ulberg vs. Reyes,"September 27, 2025","Perth, Western Australia, Australia",WIN,Brando Pericic,KO/TKOPunches,KO/TKOPunches,1,1:55,Heavyweight,0.0,0.0,1.0,0.0,0.0
Loma Lookboonmee,Alexia Thainara,0,0,30,44,0,5,0,1,UFC Fight Night: Ulberg vs. Reyes,"September 27, 2025","Perth, Western Australia, Australia",WIN,Alexia Thainara,U-DEC,U-DEC,3,5:00,Women's Strawweight,0.0,0.0,0.0,0.0,0.0
Jean Silva,Diego Lopes,0,1,43,74,0,3,0,0,UFC Fight Night: Lopes vs. Silva,"September 13, 2025","San Antonio, Texas, USA",WIN,Diego Lopes,KO/TKOPunches,KO/TKOPunches,2,4:48,Featherweight,0.0,1.0,1.0,0.0,0.0
Rob Font,David Martinez,0,0,49,62,0,0,0,0,UFC Fight Night: Lopes vs. Silva,"September 13, 2025","San Antonio, Texas, USA",WIN,David Martinez,U-DEC,U-DEC,3,5:00,Bantamweight,0.0,0.0,0.0,0.0,0.0
Jared Gordon,Rafa Garcia,0,1,65,91,1,2,0,2,UFC Fight Night: Lopes vs. Silva,"September 13, 2025","San Antonio, Texas, USA",WIN,Rafa Garcia,KO/TKOElbows,KO/TKOElbows,3,2:27,Lightweight,0.0,0.0,0.0,0.0,0.0
Dustin Stoltzfus,Kelvin Gastelum,0,1,64,57,1,0,0,0,UFC Fight Night: Lopes vs. Silva,"September 13, 2025","San Antonio, Texas, USA",WIN,Kelvin Gastelum,U-DEC,U-DEC,3,5:00,Middleweight,0.0,0.0,0.0,0.0,0.0
Diego Ferreira,Alexander Hernandez,0,1,23,30,0,0,0,0,UFC Fight Night: Lopes vs. Silva,"September 13, 2025","San Antonio, Texas, USA",WIN,Alexander Hernandez,KO/TKOPunches,KO/TKOPunches,2,3:46,Lightweight,0.0,0.0,0.0,0.0,0.0
Quang Le,Santiago Luna,0,2,12,15,0,0,0,0,UFC Fight Night: Lopes vs. Silva,"September 13, 2025","San Antonio, Texas, USA",WIN,Santiago Luna,KO/TKOPunch,KO/TKOPunch,1,2:48,Bantamweight,0.0,0.0,1.0,0.0,0.0
Dusko Todorovic,Jose Daniel Medina,0,0,16,9,2,0,1,0,UFC Fight Night: Lopes vs. Silva,"September 13, 2025","San Antonio, Texas, USA",WIN,Dusko Todorovic,SUBRear,SUBRear Naked Choke,1,4:21,Middleweight,0.0,0.0,0.0,0.0,0.0
Claudio Puelles,Joaquim Silva,0,1,21,25,4,0,0,1,UFC Fight Night: Lopes vs. Silva,"September 13, 2025","San Antonio, Texas, USA",WIN,Joaquim Silva,S-DEC,S-DEC,3,5:00,Lightweight,0.0,0.0,0.0,0.0,0.0
